date,symbol,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,579000000,579000000,,,,,,None,84000000,,,,,0.0,-0.61,231000000,315000000,2.65,2009-09-30,7.04,,0.0,413000000,184000000,60000000,,,None,52000000,None,,None,,,,,115000000,None,None,None,0.0,,182000000,231000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,992000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,590000000,590000000,,,,,,None,83000000,,,,,0.0,-0.61,234000000,317000000,2.65,2009-06-30,7.04,,0.0,410000000,183000000,68000000,,,None,55000000,None,,None,,,,,140000000,None,None,None,0.0,,176000000,234000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1000000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,600000000,600000000,,,,,,None,81000000,,,,,0.0,-0.61,225000000,306000000,2.65,2009-03-31,7.04,,0.0,423000000,172000000,66000000,,,None,54000000,None,,None,,,,,103000000,None,None,None,0.0,,198000000,225000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1023000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,640000000,640000000,,,,,,None,86000000,,,,,0.0,-0.61,227000000,313000000,2.65,2008-12-31,7.04,,0.0,421000000,116000000,48000000,,,None,None,None,,None,,,,,62000000,None,None,None,0.0,,202000000,219000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1061000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,662000000,662000000,,,,,,None,90000000,,,,,0.0,-0.61,195000000,285000000,2.65,2008-09-30,7.04,,0.0,418000000,176000000,105000000,,,None,None,None,,None,,,,,78000000,None,None,None,0.0,,204000000,214000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1080000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,849000000,849000000,,,,,,None,96000000,,,,,0.0,-0.61,227000000,323000000,2.65,2008-06-30,7.04,,0.0,443000000,166000000,64000000,,,None,61000000,None,,None,,,,,100000000,None,None,None,0.0,,216000000,227000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1292000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,872000000,872000000,,,,,,None,90000000,,,,,0.0,-0.61,226000000,316000000,2.65,2008-03-31,7.04,,0.0,438000000,158000000,61000000,,,None,None,None,,None,,,,,329000000,None,None,None,0.0,,212000000,226000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1310000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,131599000,131599000,,,,,,None,41386000,,,,,0.0,-0.61,155060000,196446000,2.65,2007-12-31,7.04,,0.0,251537000,119269000,44934000,,,None,None,None,,None,,,,,96326000,None,None,None,0.0,,96477000,155060000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,383136000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,612000000,612000000,,,,,,None,51000000,,,,,0.0,-0.61,192000000,243000000,2.65,2007-09-30,7.04,,0.0,312000000,180000000,68000000,,,None,None,None,,None,,,,,121000000,None,None,None,0.0,,120000000,192000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,924000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,624000000,624000000,,,,,,None,58000000,,,,,0.0,-0.61,182000000,240000000,2.65,2007-06-30,7.04,,0.0,315000000,171000000,66000000,,,None,None,None,,None,,,,,108000000,None,None,None,0.0,,133000000,182000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,939000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,869000000,869000000,,,,,,None,43000000,,,,,0.0,-0.61,193000000,236000000,2.65,2007-03-31,7.04,,0.0,350000000,185000000,71000000,,,None,None,None,,None,,,,,114000000,None,None,None,0.0,,157000000,193000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1219000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,861958000,861958000,,,,,,None,56158000,,,,,0.0,-0.61,181399000,237557000,2.65,2006-12-31,7.04,,0.0,335783000,172270000,66324000,,,None,None,None,,None,,,,,105946000,None,None,None,0.0,,154384000,181399000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1197741000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,802233000,802233000,,,,,,None,47414000,,,,,0.0,-0.61,180379000,227793000,2.65,2006-09-30,7.04,,0.0,320284000,168797000,63641000,,,None,None,None,,None,,,,,110088000,None,None,None,0.0,,139905000,180379000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1122517000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,743357000,743357000,,,,,,None,40139000,,,,,0.0,-0.61,176568000,216707000,2.65,2006-06-30,7.04,,0.0,314137000,166217000,61639000,,,None,None,None,,None,,,,,117669000,None,None,None,0.0,,137569000,176568000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1057494000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,758062000,758062000,,,,,,None,47366000,,,,,0.0,-0.61,192953000,240319000,2.65,2006-03-31,7.04,,0.0,338606000,186847000,70636000,,,None,None,None,,None,,,,,116211000,None,None,None,0.0,,145653000,192953000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1096668000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,1962363000,1962363000,,,,,,None,46727000,,,,,0.0,-0.61,198616000,245343000,2.65,2005-12-31,7.04,,0.0,-884070000,236090000,87714000,,,None,None,None,,None,,,,,150476000,None,None,None,0.0,,-1082686000,198616000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1078293000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,710467000,710467000,,,,,,None,44283000,,,,,0.0,-0.61,171519000,215802000,2.65,2005-09-30,7.04,,0.0,301178000,168090000,58751000,,,None,None,None,,None,,,,,112939000,None,None,None,0.0,,129659000,171519000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,quarterly,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,1011645000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,8013000000,8013000000,,,,,,None,3095000000,,,,,0.0,-0.61,5744000000,8839000000,2.65,2024-12-31,7.04,,0.0,12443000000,3821000000,641000000,,,None,1238000000,43000000,,None,,,,,3131000000,3180000000,-1195000000,None,0.0,,6564000000,5879000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,USD,pre-market,None,,0.0,0.0,0.0,0.0,6564000000,,,,162.38,107.12,-23.0189,,,,,,,20456000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,7670000000,7670000000,,,,,,None,3121000000,,,,,0.0,-0.61,4902000000,8023000000,2.65,2023-12-31,7.04,,0.0,11423000000,3883000000,754000000,,,None,1004000000,28000000,,None,,,,,3068000000,3129000000,-976000000,None,0.0,,6409000000,5014000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,USD,pre-market,None,,0.0,0.0,0.0,0.0,6576000000,,,,162.38,107.12,-23.0189,,,,,,,19093000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,7992000000,7992000000,,,,,,None,3169000000,,,,,0.0,-0.61,3659000000,6828000000,2.65,2022-12-31,7.04,,0.0,9745000000,3133000000,551000000,,,None,746000000,13000000,,None,,,,,2530000000,2582000000,-733000000,None,0.0,,6005000000,3740000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,USD,pre-market,None,,0.0,0.0,0.0,0.0,6059000000,,,,162.38,107.12,-23.0189,,,,,,,17737000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,8128000000,8128000000,,,,,,None,3196000000,,,,,0.0,-0.61,2362000000,5558000000,2.65,2021-12-31,7.04,,0.0,8098000000,1766000000,363000000,,,None,696000000,3000000,,None,,,,,1334000000,1403000000,-693000000,None,0.0,,5810000000,2288000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,USD,pre-market,None,,0.0,0.0,0.0,0.0,5810000000,,,,162.38,107.12,-23.0189,,,,,,,16226000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,7812000000,7812000000,,,,,,None,3210000000,,,,,0.0,-0.61,1887000000,5097000000,2.65,2020-12-31,7.04,,0.0,7040000000,1171000000,196000000,,,None,716000000,None,,None,,,,,958000000,None,None,None,0.0,,5188000000,1852000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,14852000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,5309000000,5309000000,,,,,,None,1651000000,,,,,0.0,-0.61,1590000000,3241000000,2.65,2019-12-31,7.04,,0.0,4878000000,1112000000,198000000,,,None,507000000,None,,None,,,,,893000000,None,None,None,0.0,,3269000000,1609000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,10187000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,3069000000,3069000000,,,,,,None,545000000,,,,,0.0,-0.61,1744000000,2289000000,2.65,2018-12-31,7.04,,0.0,2754000000,1565000000,378000000,,,None,189000000,None,,None,,,,,1187000000,None,None,None,0.0,,1001000000,1753000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,5823000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,3024000000,3024000000,,,,,,None,429000000,,,,,0.0,-0.61,1533000000,1962000000,2.65,2017-12-31,7.04,,0.0,2672000000,1390000000,158000000,,,None,175000000,None,,None,,,,,1246000000,None,None,None,0.0,,1140000000,1532000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,5696000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2959000000,2959000000,,,,,,None,421000000,,,,,0.0,-0.61,1438000000,1859000000,2.65,2016-12-31,7.04,,0.0,2546000000,1422000000,492000000,,,None,163000000,None,,None,,,,,930000000,None,None,None,0.0,,1101000000,1445000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,5505000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2909000000,2909000000,,,,,,None,417000000,,,,,0.0,-0.61,1227000000,1644000000,2.65,2015-12-31,7.04,,0.0,2345000000,1089000000,377000000,,,None,170000000,None,,None,,,,,712000000,None,None,None,0.0,,1034000000,1311000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,5254000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2881000000,2881000000,,,,,,None,404000000,,,,,0.0,-0.61,1211000000,1615000000,2.65,2014-12-31,7.04,,0.0,2185000000,1138000000,384000000,,,None,164000000,None,,None,,,,,754000000,None,None,None,0.0,,975000000,1210000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,5066000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2776000000,2776000000,,,,,,None,403000000,,,,,0.0,-0.61,1061000000,1464000000,2.65,2013-12-31,7.04,,0.0,2038000000,978000000,328000000,,,None,163000000,None,,None,,,,,648000000,None,None,None,0.0,,977000000,1061000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,4814000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2564000000,2564000000,,,,,,None,350000000,,,,,0.0,-0.61,1055000000,1405000000,2.65,2012-12-31,7.04,,0.0,1872000000,892000000,300000000,,,None,174000000,None,,None,,,,,611000000,None,None,None,0.0,,824000000,1048000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,4436000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2504000000,2504000000,,,,,,None,345000000,,,,,0.0,-0.61,911000000,1256000000,2.65,2011-12-31,7.04,,0.0,1785000000,741000000,254000000,,,None,188000000,None,,None,,,,,472000000,None,None,None,0.0,,795000000,990000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,4289000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2386000000,2386000000,,,,,,None,339000000,,,,,0.0,-0.61,991000000,1330000000,2.65,2010-12-31,7.04,,0.0,1747000000,807000000,301000000,,,None,198000000,None,,None,,,,,496000000,None,None,None,0.0,,740000000,1007000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,4133000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2380000000,2380000000,,,,,,None,333000000,,,,,0.0,-0.61,954000000,1287000000,2.65,2009-12-31,7.04,,0.0,1697000000,746000000,273000000,,,None,220000000,None,,None,,,,,476000000,None,None,None,0.0,,751000000,946000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,4077000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2866000000,2866000000,,,,,,None,350000000,,,,,0.0,-0.61,900000000,1250000000,2.65,2008-12-31,7.04,,0.0,1721000000,646000000,288000000,,,None,260000000,None,,None,,,,,569000000,None,None,None,0.0,,813000000,908000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,4587000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2618000000,2618000000,,,,,,None,186000000,,,,,0.0,-0.61,746000000,932000000,2.65,2007-12-31,7.04,,0.0,1279000000,670000000,256000000,,,None,76000000,None,,None,,,,,439000000,None,None,None,0.0,,540000000,739000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,3897000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2417000000,2417000000,,,,,,None,199000000,,,,,0.0,-0.61,665000000,864000000,2.65,2006-12-31,7.04,,0.0,1149000000,624000000,236000000,,,None,None,None,,None,,,,,449914000,None,None,None,0.0,,484000000,665000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,3566000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,,,,,,,,,,,,,,,,None,2170000000,2170000000,,,,,,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2005-12-31,7.04,,0.0,1071000000,728000000,274000000,,,None,None,None,,None,,,,,516438000,None,None,None,0.0,,409000000,662000000,,,,,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,,2025-10-29,annual,2.04,None,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,162.38,107.12,-23.0189,,,,,,,3241000000,,9.4,,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,2167000000,1068000000,1068000000,,,,,,,,,8000000,541800000,None,2170000000,2170000000,4644000000,None,876000000,3957000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2025-09-30,7.04,37449000000,0.0,1071000000,728000000,274000000,4892000000,4892000000,None,None,None,None,None,None,27276000000,None,1084000000,516438000,None,None,None,0.0,,409000000,662000000,19132000000,15535000000,None,893000000,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,USD,pre-market,None,26244000000,0.0,0.0,0.0,0.0,None,30199000000,1323000000,None,162.38,107.12,-23.0189,79370000000,24157000000,22375000000,54226000000,55213000000,31851000000,3241000000,25121000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,1857000000,999000000,999000000,,,,,,,,,8000000,552700000,None,2170000000,2170000000,768000000,None,1100000000,4356000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2025-06-30,7.04,37465000000,0.0,1071000000,728000000,274000000,10418000000,10418000000,None,None,None,None,None,None,26749000000,None,1071000000,516438000,None,None,None,0.0,,409000000,662000000,21119000000,21018000000,None,953000000,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,USD,pre-market,None,25452000000,0.0,0.0,0.0,0.0,None,29836000000,1647000000,None,162.38,107.12,-23.0189,81531000000,26474000000,24318000000,55768000000,55057000000,31450000000,3241000000,25215000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,1759000000,641000000,641000000,,,,,,,,,8000000,564700000,None,2170000000,2170000000,663000000,None,856000000,4328000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2025-03-31,7.04,36983000000,0.0,1071000000,728000000,274000000,10502000000,10502000000,None,None,None,None,None,None,25800000000,None,1538000000,516438000,None,None,None,0.0,,409000000,662000000,20622000000,18848000000,None,882000000,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,USD,pre-market,None,24426000000,0.0,0.0,0.0,0.0,None,28415000000,1399000000,None,162.38,107.12,-23.0189,80402000000,25591000000,23293000000,53881000000,54811000000,30588000000,3241000000,25884000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,1098000000,1236000000,1236000000,,,,,,,,,8000000,582100000,None,2170000000,2170000000,511000000,None,784000000,3725000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2024-12-31,7.04,36584000000,0.0,1071000000,728000000,274000000,9940000000,9940000000,None,None,None,None,None,None,23074000000,None,1506000000,516438000,None,None,None,0.0,,409000000,662000000,18516000000,17489000000,None,863000000,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,USD,pre-market,None,23575000000,0.0,0.0,0.0,0.0,None,24956000000,1226000000,None,162.38,107.12,-23.0189,77176000000,23477000000,22157000000,49490000000,53699000000,27333000000,3241000000,27068000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,1100000000,617000000,617000000,,,,,,,,,8000000,576900000,None,2170000000,2170000000,483000000,None,868000000,3827000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2024-09-30,7.04,37133000000,0.0,1071000000,728000000,274000000,10322000000,10322000000,None,None,None,None,None,None,23426000000,None,1585000000,516438000,None,None,None,0.0,,409000000,662000000,20681000000,20399000000,None,958000000,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,USD,pre-market,None,22637000000,0.0,0.0,0.0,0.0,None,25394000000,1309000000,None,162.38,107.12,-23.0189,79792000000,25125000000,23565000000,51389000000,54667000000,27824000000,3241000000,27751000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,609000000,609000000,,,,,,,,,8000000,585400000,None,2170000000,2170000000,522000000,None,None,3744000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2024-06-30,7.04,36867000000,0.0,1071000000,728000000,274000000,10552000000,10552000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,33974000000,32471000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,22073000000,0.0,0.0,0.0,0.0,None,25619000000,1218000000,None,162.38,107.12,-23.0189,93417000000,38327000000,36201000000,64639000000,55090000000,28438000000,3241000000,28154000000,9.4,None,238.59,59.56
2025-12-28,FISV,0.0,9.4,None,,None,596000000,596000000,,,,,,,,,8000000,594800000,None,2170000000,2170000000,540000000,None,None,3574000000,None,None,179000000,,,,,0.0,-0.61,662000000,841000000,2.65,2024-03-31,7.04,37038000000,0.0,1071000000,728000000,274000000,10926000000,10926000000,None,None,None,None,None,None,None,None,None,516438000,None,None,None,0.0,,409000000,662000000,32924000000,31859000000,None,None,None,,,,,0.52,1.28,1.575,,,,,,,,0.0,,None,2025-10-29,quarterly,2.04,None,pre-market,None,21179000000,0.0,0.0,0.0,0.0,None,24539000000,785000000,None,162.38,107.12,-23.0189,92698000000,37094000000,35118000000,63115000000,55604000000,27997000000,3241000000,28801000000,9.4,None,238.59,59.56
